orthomap	organism	mirna	gene	log2FoldChange	pvalue	baseMean	bMctrl	bMtreat	padj
ENSG00000196581|ENSMUSG00000039546	human	mir197	AJAP1	0.612363100216729	5.8235968917699e-10	409.924218444362	324.000409639764	495.848027248961	2.5676768113712744e-09
ENSG00000184992|ENSMUSG00000037905	human	mir197	BRI3BP	0.518596012816733	6.00683223433518e-10	533.00249551601	438.045612722946	627.959378309073	2.5896121188022773e-09
ENSG00000150593|ENSMUSG00000024975	human	mir197	PDCD4	0.752760215786728	1.04873613159146e-09	267.710510681309	199.155792882946	336.265228479672	4.410602043049469e-09
ENSG00000117525|ENSMUSG00000028128	human	mir197	F3	0.774774716119198	1.09128297972358e-09	201.778979485991	148.601438213489	254.956520758494	4.410602043049469e-09
ENSG00000197444|ENSMUSG00000021913	human	mir197	OGDHL	0.794076636758805	1.0782854969636202e-09	214.890097172167	156.931737071798	272.848457272537	4.410602043049469e-09
ENSG00000125755|ENSMUSG00000023118	human	mir197	SYMPK	-0.516425734500711	1.1798110586765202e-09	519.45315354008	611.621541117924	427.284765962236	4.6710886812907125e-09
	human	mir197	AHNAK2	0.835501794304618	1.2745740866609501e-09	219.647741008668	157.484119794978	281.811362222357	4.945347456244487e-09
ENSG00000133056|ENSMUSG00000026447	human	mir197	PIK3C2B	-0.613895219978919	1.6098821099554401e-09	356.391405294904	431.303015496766	281.479795093043	6.123865281006968e-09
ENSG00000060718|ENSMUSG00000027966	human	mir197	COL11A1	-0.741536972123548	1.6744657949671e-09	247.557767098819	310.066244985472	185.049289212165	6.2470454658387965e-09
ENSG00000164692|ENSMUSG00000029661	human	mir197	COL1A2	-0.660153941118207	1.89438971473336e-09	347.378081215864	425.721929581885	269.034232849843	6.934181219967395e-09
	human	mir197	VEGFA	0.560844100509302	2.4586964893061403e-09	468.566997706258	378.427836089393	558.706159323123	8.833094794914652e-09
ENSG00000171617|ENSMUSG00000041773	human	mir197	ENC1	0.576661108699612	3.02984743402467e-09	384.243769269036	308.259653541561	460.22788499651	1.0687098221832473e-08
ENSG00000163531|ENSMUSG00000026442	human	mir197	NFASC	-0.716635623547786	5.57889132438932e-09	221.245047217108	275.335710751144	167.154383683072	1.9326873516634433e-08
ENSG00000147852|ENSMUSG00000024924	human	mir197	VLDLR	0.585399009103857	5.89346797940405e-09	418.575375980638	334.599367282933	502.551384678344	2.0058469964989224e-08
ENSG00000134352|ENSMUSG00000021756	human	mir197	IL6ST	0.606928057382904	6.2867528844685e-09	308.953365279956	244.70098614503	373.205744414882	2.1028104475636017e-08
ENSG00000130517|ENSMUSG00000056204	human	mir197	PGPEP1	-0.653370618500528	8.56398886563845e-09	261.446230612933	319.879483297195	203.01297792867	2.8159556609048465e-08
ENSG00000197965|ENSMUSG00000026566	human	mir197	MPZL1	-0.503926246510338	9.39772863986833e-09	544.869756668232	639.246949306411	450.492564030053	3.03859892689076e-08
ENSG00000169258|ENSMUSG00000069227	human	mir197	GPRIN1	-0.725704905899112	1.82191080268007e-08	218.425761803854	272.47860023811	164.372923369598	5.79427370032678e-08
ENSG00000177614|ENSMUSG00000050751	human	mir197	PGBD5	-0.626556937464398	1.94225582968158e-08	272.852728520299	331.401941976893	214.303515063704	6.077381144487524e-08
ENSG00000130766|ENSMUSG00000028893	human	mir197	SESN2	0.702226730183254	1.98486531286672e-08	223.035168278153	169.56259465227	276.507741904036	6.11212493168482e-08
ENSG00000078018|ENSMUSG00000015222	human	mir197	MAP2	-0.993376283695219	2.7304789850108e-08	102.454568826253	136.728160844089	68.1809768084167	8.276764423313987e-08
	human	mir197	DCLK1	-0.519698134041031	2.78509741427604e-08	472.158000568665	556.470455247113	387.845545890218	8.312444590300796e-08
ENSG00000018625|ENSMUSG00000007097	human	mir197	ATP1A2	0.848415242046866	3.10695902581907e-08	150.165407177997	106.955164212645	193.37565014335	9.132576530437871e-08
ENSG00000198948|ENSMUSG00000031647	human	mir197	MFAP3L	0.599963084167185	3.4899190722961e-08	355.547076308979	282.460051014596	428.634101603363	1.0105138806349902e-07
ENSG00000170961|ENSMUSG00000022367	human	mir197	HAS2	0.599258353677729	3.69452438342968e-08	341.600203240004	271.452251425873	411.748155054135	1.0540260740961146e-07
ENSG00000160712|ENSMUSG00000027947	human	mir197	IL6R	0.818061776399511	4.00996178109249e-08	166.688776904689	120.380096806154	212.997457003224	1.1274385297564391e-07
ENSG00000102996|ENSMUSG00000031790	human	mir197	MMP15	0.538812763209494	4.76504591939782e-08	456.407164731615	371.970930042683	540.843399420546	1.3205984405188243e-07
ENSG00000120949|ENSMUSG00000028602	human	mir197	TNFRSF8	0.520078103528341	5.73307708449743e-08	400.147202124312	328.615269652689	471.679134595935	1.566502752665495e-07
ENSG00000205476|ENSMUSG00000084883	human	mir197	CCDC85C	-0.564200986097732	5.9878806064362e-08	335.077756459883	399.968519353584	270.186993566183	1.613401163400865e-07
ENSG00000184408|ENSMUSG00000060882	human	mir197	KCND2	-0.733282835372648	1.00833470800388e-07	174.269898644045	217.877582854201	130.662214433889	2.6796840185308596e-07
ENSG00000130707|ENSMUSG00000076441	human	mir197	ASS1	0.539591864131796	1.22471068686079e-07	339.510049660346	276.563928566605	402.456170754088	3.2107280169053143e-07
ENSG00000168209|ENSMUSG00000020108	human	mir197	DDIT4	0.769160023328828	1.39099305147791e-07	166.227504136614	122.67630289324	209.778705379989	3.5980353598228605e-07
ENSG00000153214|ENSMUSG00000014353	human	mir197	TMEM87B	0.738787429234527	1.49927378109015e-07	167.944494146409	125.608381837404	210.280606455415	3.809084755444613e-07
ENSG00000227051|ENSMUSG00000094910	human	mir197	C14orf132	-0.631342966111764	1.51185322767647e-07	234.085103247491	284.717851263437	183.452355231545	3.809084755444613e-07
ENSG00000068383|ENSMUSG00000025477	human	mir197	INPP5A	-0.717147698154578	2.04286374247588e-07	179.067291861276	222.922669842367	135.211913880186	5.080968795388727e-07
ENSG00000021826|ENSMUSG00000025991	human	mir197	CPS1	-0.695028798951581	2.86567648567961e-07	183.621290254775	227.252004696996	139.990575812555	7.03723086356765e-07
ENSG00000112394|ENSMUSG00000019838	human	mir197	SLC16A10	0.609048429480857	3.08258262695326e-07	240.572532233229	190.325420678714	290.819643787745	7.382975674431264e-07
ENSG00000128274|ENSMUSG00000047878	human	mir197	A4GALT	0.777113639378315	3.07706344005797e-07	145.80309623647	107.194093872278	184.412098600661	7.382975674431264e-07
ENSG00000173040|ENSMUSG00000050248	human	mir197	EVC2	-0.641912528290082	3.94692501369957e-07	216.884745234888	264.573383697619	169.196106772157	9.337846983630691e-07
ENSG00000140455|ENSMUSG00000032376	human	mir197	USP3	-0.689637373556425	4.41601041387551e-07	207.788902661114	256.762538424017	158.815266898211	1.0283945003024083e-06
ENSG00000119899|ENSMUSG00000049624	human	mir197	SLC17A5	0.652850267628237	4.45284216625785e-07	196.347028737512	152.441840630983	240.252216844041	1.0283945003024083e-06
ENSG00000153814|ENSMUSG00000063568	human	mir197	JAZF1	0.536413081518953	4.6477733339744e-07	335.101437064242	273.327981070724	396.874893057759	1.0607859138718043e-06
ENSG00000135632|ENSMUSG00000033706	human	mir197	SMYD5	-0.512391608138844	7.84935338215808e-07	312.132385189187	367.161632847631	257.103137530744	1.7706680885333344e-06
ENSG00000180616|ENSMUSG00000047904	human	mir197	SSTR2	0.624696549203009	8.50552955720744e-07	231.514792419767	181.946637882435	281.082946957098	1.896635326549705e-06
ENSG00000134698|ENSMUSG00000042500	human	mir197	AGO4	-0.583700463980844	8.73659143818002e-07	261.962960468368	314.445126587136	209.4807943496	1.92602129432605e-06
ENSG00000112406|ENSMUSG00000039879	human	mir197	HECA	-0.651326758269394	8.92797810401096e-07	199.657718095214	244.19874198703	155.116694203398	1.946098597952951e-06
ENSG00000104442|ENSMUSG00000027599	human	mir197	ARMC1	-0.519260200593624	9.61143320588658e-07	373.872015461406	440.615709471647	307.128321451166	2.0717978243799963e-06
	human	mir197	TCEANC2	-0.577863006824651	1.05306964356852e-06	261.41425505664	313.276959415404	209.551550697876	2.24500561376146e-06
ENSG00000125398|ENSMUSG00000000567	human	mir197	SOX9	0.669518406474357	1.2139279744192e-06	179.655114747145	138.472835801938	220.837393692352	2.5598046417100523e-06
ENSG00000141084|ENSMUSG00000037415	human	mir197	RANBP10	-0.604507948756424	1.25938583698299e-06	235.133331071169	283.893466317948	186.373195824391	2.6271059395129037e-06
ENSG00000165410|ENSMUSG00000062929	human	mir197	CFL2	0.543559672541078	1.27751576817824e-06	301.0914173758	244.846181549868	357.336653201732	2.6365750960274313e-06
ENSG00000165025|ENSMUSG00000021457	human	mir197	SYK	-0.623747130852695	1.50285578565042e-06	196.395223548478	238.414485972134	154.375961124821	3.0689897096440157e-06
ENSG00000108821|ENSMUSG00000001506	human	mir197	COL1A1	-0.785217770694108	1.96843785752323e-06	127.11425157753	161.142809408697	93.0856937463636	3.977884837078194e-06
ENSG00000067955|ENSMUSG00000031885	human	mir197	CBFB	-0.585702826116869	2.05889761601033e-06	256.881598013656	308.521434239944	205.241761787369	4.11779523202066e-06
ENSG00000113369|ENSMUSG00000074794	human	mir197	ARRDC3	0.521599780226778	2.10118564567732e-06	288.320798472655	236.581858429005	340.059738516305	4.1594899516469394e-06
ENSG00000157851|ENSMUSG00000029168	human	mir197	DPYSL5	-0.634846276772202	2.3769498345751e-06	198.515953920174	241.718746038712	155.313161801635	4.65576482612742e-06
ENSG00000198720|ENSMUSG00000037907	human	mir197	ANKRD13B	-0.56843556152832	2.39987877635434e-06	224.470382701668	268.32325951776	180.617505885576	4.65576482612742e-06
ENSG00000145391|ENSMUSG00000037111	human	mir197	SETD7	0.533290909321801	2.87817984013035e-06	308.562077424381	251.990113267226	365.134041581535	5.5283850394582956e-06
ENSG00000240694|ENSMUSG00000046204	human	mir197	PNMA2	0.523258185947139	3.49749254495796e-06	328.551230235825	269.434587069931	387.667873401719	6.652093663939649e-06
ENSG00000159445|ENSMUSG00000028145	human	mir197	THEM4	0.64539884596229	3.68839310394278e-06	174.050673169374	135.535846012447	212.565500326301	6.947070506455333e-06
ENSG00000091656|ENSMUSG00000025255	human	mir197	ZFHX4	-0.661086599244195	3.92548942579434e-06	155.319450107427	190.520799842679	120.118100372176	7.32254758273175e-06
ENSG00000185070|ENSMUSG00000047414	human	mir197	FLRT2	0.595040779399605	3.98677799433696e-06	237.122255222137	188.699905026485	285.544605417789	7.366046960965432e-06
ENSG00000081181|ENSMUSG00000021125	human	mir197	ARG2	-0.693749202504082	4.52879235588134e-06	140.655189946246	174.072602098584	107.237777793907	8.288544500386605e-06
ENSG00000146021|ENSMUSG00000014164	human	mir197	KLHL3	-0.607929383586319	4.81427542091611e-06	186.740820804917	225.721263511655	147.760378098179	8.728686277175003e-06
ENSG00000125430|ENSMUSG00000047759	human	mir197	HS3ST3B1	0.686125900707736	5.49407407907185e-06	143.74194729021	109.957703942611	177.526190637809	9.868984919814248e-06
ENSG00000177283|ENSMUSG00000036904	human	mir197	FZD8	0.575284759108291	6.55884503822888e-06	205.523158824518	164.883952310949	246.162365338087	1.1626560518991395e-05
ENSG00000132510|ENSMUSG00000018476	human	mir197	KDM6B	-0.676344846277294	6.59237967571677e-06	153.726339138952	189.344725383301	118.107952894604	1.1626560518991395e-05
ENSG00000103034|ENSMUSG00000036564	human	mir197	NDRG4	-0.875541751625968	7.10246900735273e-06	86.9699471233743	112.873331299389	61.0665629473595	1.2413324211048917e-05
ENSG00000107882|ENSMUSG00000025231	human	mir197	SUFU	-0.840560701869439	7.44610220493382e-06	102.911480892036	132.354356108928	73.4686056751441	1.2897712747831796e-05
ENSG00000137040|ENSMUSG00000074909	human	mir197	RANBP6	-0.513093604800268	8.20693516141109e-06	265.484069201061	312.378265647851	218.589872754271	1.4089782489502223e-05
ENSG00000136944|ENSMUSG00000038765	human	mir197	LMX1B	0.559561347773938	8.43388926938959e-06	214.943034468328	173.582584255411	256.303484681246	1.4352408054926143e-05
ENSG00000165379|ENSMUSG00000035653	human	mir197	LRFN5	0.520064853736471	8.86905956685033e-06	254.562447232517	208.99209344854	300.132801016494	1.496171787799099e-05
ENSG00000170043|ENSMUSG00000049299	human	mir197	TRAPPC1	-0.84484984201722	9.33649928552213e-06	86.8191830585614	111.822386433296	61.8159796838268	1.56144901844077e-05
ENSG00000119509|ENSMUSG00000028344	human	mir197	INVS	-0.583038513186016	1.00693551931011e-05	194.92301676912	233.982186990201	155.863846548039	1.66961957902702e-05
ENSG00000186469|ENSMUSG00000043004	human	mir197	GNG2	-0.610746690615216	1.20275479484943e-05	178.607440074953	216.066932158905	141.147947991	1.9774104254304192e-05
ENSG00000026508|ENSMUSG00000005087	human	mir197	CD44	0.652216374890102	1.29162243206041e-05	158.310072898075	122.900503383619	193.719642412531	2.1056701833589878e-05
	human	mir197	AKAP5	-0.645192237756067	1.35935611616673e-05	152.574192468566	186.353278001448	118.795106935684	2.1976257211362134e-05
ENSG00000083799|ENSMUSG00000036712	human	mir197	CYLD	-0.509663535754072	1.92026580678388e-05	262.456726072797	308.51463495531	216.398817190284	3.078773276992337e-05
ENSG00000134146|ENSMUSG00000057147	human	mir197	DPH6	-0.68987541914547	2.09967875801873e-05	121.710636608349	150.503275115206	92.9179981014925	3.3388334348822425e-05
ENSG00000156239|ENSMUSG00000044442	human	mir197	N6AMT1	-0.602801835610679	2.20091124101391e-05	170.066181883876	205.293486793566	134.838876974185	3.471355941111371e-05
ENSG00000179915|ENSMUSG00000024109	human	mir197	NRXN1	-0.64456105856728	2.24464010406391e-05	167.478617146503	204.500900386566	130.45633390644	3.511775646680634e-05
ENSG00000152932|ENSMUSG00000021700	human	mir197	RAB3C	-0.648773957140855	2.37863209177533e-05	138.675073748517	169.561957640176	107.788189856857	3.691637006435312e-05
ENSG00000181904|ENSMUSG00000045767	human	mir197	C5orf24	0.549629158243106	2.74800996815207e-05	201.385854612909	163.293608875824	239.478100349994	4.231062966837314e-05
ENSG00000128335|ENSMUSG00000056656	human	mir197	APOL2	-0.637138130247659	2.82639667507379e-05	138.292020789129	168.559474115078	108.024567463179	4.30723888485411e-05
ENSG00000048052|ENSMUSG00000004698	human	mir197	HDAC9	-0.655290201050487	2.84188957351199e-05	138.802946687221	170.018243311608	107.587650062834	4.30723888485411e-05
ENSG00000065320|ENSMUSG00000020902	human	mir197	NTN1	0.662911374264952	3.50090017831791e-05	134.747980171343	104.097605305666	165.398355037019	5.264919648012982e-05
ENSG00000130589|ENSMUSG00000027580	human	mir197	HELZ2	-0.601776098810933	3.98919280236264e-05	151.105459688337	182.376439060705	119.83448031597	5.9531031050642475e-05
ENSG00000213949|ENSMUSG00000042284	human	mir197	ITGA1	0.524367054998025	4.36850234843974e-05	244.359798347328	200.254607271888	288.464989422769	6.469385157231371e-05
ENSG00000111087|ENSMUSG00000025407	human	mir197	GLI1	0.622736891623586	4.40768482362085e-05	140.796643946946	110.659978334106	170.933309559786	6.477961028654886e-05
ENSG00000185880|ENSMUSG00000033368	human	mir197	TRIM69	-0.764497926650775	4.63407833072173e-05	92.475787094571	116.678916139104	68.272658050038	6.759482677894854e-05
ENSG00000197712|ENSMUSG00000029185	human	mir197	FAM114A1	0.538976887576487	5.45017637217687e-05	223.414827208092	181.97607362397	264.853580792214	7.890553852256066e-05
ENSG00000157214|ENSMUSG00000015653	human	mir197	STEAP2	-0.502673006664652	6.80152687817243e-05	249.221362323528	292.377504880835	206.065219766221	9.774046032336678e-05
ENSG00000198513|ENSMUSG00000021066	human	mir197	ATL1	-0.66177502633932	7.11946519029246e-05	119.331127878907	146.455572188662	92.2066835691508	0.00010155707697917186
ENSG00000154328|ENSMUSG00000035121	human	mir197	NEIL2	-0.548260620192278	7.37444909095042e-05	167.35523557277	198.965347161282	135.745123984259	0.00010442650537550229
	human	mir197	SLC2A4RG	0.537328703780245	7.89802924963351e-05	198.038016798918	161.394982998275	234.68105059956	0.00011103026626296384
ENSG00000180488|ENSMUSG00000054942	human	mir197	MIGA1	0.538129130468629	7.97755456889364e-05	176.148941840491	143.488227272773	208.809656408209	0.00011134140909103353
ENSG00000147145|ENSMUSG00000049929	human	mir197	LPAR4	-0.69859799198738	8.4042559044327e-05	105.678513110731	131.013917221049	80.3431090004121	0.00011645897467571027
ENSG00000145920|ENSMUSG00000025867	human	mir197	CPLX2	0.608460421134413	0.000100164349893	130.264282572747	102.986892168614	157.54167297688	0.00013781477928540426
ENSG00000085552|ENSMUSG00000037995	human	mir197	IGSF9	-0.690588115809413	0.0001012673788751	114.503399825416	141.631900463679	87.3748991871533	0.00013835120775893944
ENSG00000152779|ENSMUSG00000009378	human	mir197	SLC16A12	-0.56189050408949	0.0001048058181734	182.999782887084	218.385069899878	147.61449587429	0.00014218411696251469
ENSG00000155657|ENSMUSG00000051747	human	mir197	TTN	0.526311940535072	0.0001114071579708	194.008836943026	158.827411700975	229.190262185077	0.00015009019893288332
ENSG00000073910|ENSMUSG00000056602	human	mir197	FRY	-0.520137597226439	0.0001396583613112	188.998675010355	222.882730204137	155.114619816573	0.0001868532558232607
ENSG00000105825|ENSMUSG00000029664	human	mir197	TFPI2	0.575083870639617	0.0001475239875508	145.559399515647	116.729548292177	174.389250739117	0.00019602502455380274
ENSG00000117461|ENSMUSG00000028698	human	mir197	PIK3R3	-0.584808456861353	0.0001540092938597	133.604658926249	160.518691875528	106.69062597697	0.00020325036060395783
ENSG00000136379|ENSMUSG00000038459	human	mir197	ABHD17C	-0.511649374943483	0.0001651327774014	194.536602449553	228.851058453036	160.22214644607	0.00021645782983697028
ENSG00000174177|ENSMUSG00000049482	human	mir197	CTU2	-0.631371206143137	0.0001703138092245	115.926703799332	141.111527494108	90.7418801045558	0.00022175086570169796
ENSG00000107807|ENSMUSG00000025215	human	mir197	TLX1	-0.637787922710624	0.0001876922285953	108.730216416462	132.597582198768	84.862850634155	0.0002427486156499213
ENSG00000185664|ENSMUSG00000025359	human	mir197	PMEL	-0.733310744100373	0.0002358353879727	85.2135790581097	106.664562187847	63.7625959283723	0.00030299380971327017
ENSG00000146477|ENSMUSG00000023828	human	mir197	SLC22A3	0.542026483940696	0.0002596973850302	149.244626783646	121.34823374439	177.141019822903	0.000331455872999071
ENSG00000143479|ENSMUSG00000016526	human	mir197	DYRK3	-0.611317875810811	0.0003021515725829	123.218078070291	149.148910091342	97.2872460492412	0.0003831202946475987
ENSG00000155629|ENSMUSG00000025017	human	mir197	PIK3AP1	0.585101686685304	0.000322947456651	125.927173425652	100.535860970912	151.318485880393	0.00040682991292398705
ENSG00000185753|ENSMUSG00000044148	human	mir197	CXorf38	-0.614713165794315	0.0003470366314033	122.769712251644	148.746207821355	96.7932166819331	0.00043435552575638833
ENSG00000092208|ENSMUSG00000060121	human	mir197	GEMIN2	-0.602283598734873	0.0003598444613678	116.342443164726	140.486347151874	92.1985391775791	0.00044749888144457174
ENSG00000204439|ENSMUSG00000043311	human	mir197	C6orf47	-0.532664702179947	0.0004255323829894	135.398267709646	160.29621380328	110.500321616012	0.0005258170847130166
ENSG00000008513|ENSMUSG00000013846	human	mir197	ST3GAL1	0.513372857969179	0.0004350260384429	161.84777922739	133.175575224194	190.519983230585	0.0005274690716120163
ENSG00000112576|ENSMUSG00000034165	human	mir197	CCND3	0.5417948722969	0.0004328756604808	132.889097213786	108.039863847453	157.738330580119	0.0005274690716120163
ENSG00000134107|ENSMUSG00000030103	human	mir197	BHLHE40	0.521431718149102	0.0004338985682639	148.181813392176	121.512194972892	174.851431811459	0.0005274690716120163
ENSG00000090776|ENSMUSG00000031217	human	mir197	EFNB1	0.53140974806206	0.0004805883694162	158.268731781048	129.263012199739	187.274451362356	0.0005790940600418807
ENSG00000198417|ENSMUSG00000031762	human	mir197	MT1F	-0.621167377439226	0.0004954928696757	96.4648264986196	117.128828322873	75.8008246743662	0.0005933680044264556
ENSG00000135424|ENSMUSG00000025348	human	mir197	ITGA7	-0.530911383475458	0.0005642729276544	139.986140249697	165.638724697851	114.333555801542	0.0006715886378218012
ENSG00000099365|ENSMUSG00000030806	human	mir197	STX1B	-0.576500026436124	0.0006331410603419	119.433360576794	143.180747863618	95.6859732899693	0.0007489595469898086
ENSG00000048405|ENSMUSG00000039841	human	mir197	ZNF800	0.501993874972984	0.0006882001967121	141.806874847368	117.209322014451	166.404427680285	0.0008091565949221055
ENSG00000178397|ENSMUSG00000083012	human	mir197	FAM220A	-0.625468987929234	0.0008207872566278	111.929993709175	136.033582525118	87.8264048932321	0.0009592332999144169
